connectivity,content,distance,filler,interface,K
0.20 ,0.06,0.01,300,40,5.5755
0.20 ,0.06,0.01,300,50,5.604
0.20 ,0.06,0.01,400,10,6.5895
0.20 ,0.06,0.01,400,20,6.6185
0.20 ,0.06,0.01,400,30,6.646
0.20 ,0.06,0.01,400,40,6.6735
0.20 ,0.06,0.01,400,50,6.7005
0.20 ,0.06,0.015,100,10,2.6668
0.20 ,0.06,0.015,100,20,2.70635
0.20 ,0.06,0.015,100,30,2.74505
0.20 ,0.06,0.015,100,40,2.7832
0.20 ,0.06,0.015,100,50,2.82095
0.20 ,0.06,0.015,200,10,4.01065
0.20 ,0.06,0.015,200,20,4.0418
0.20 ,0.06,0.015,200,30,4.0722
0.20 ,0.06,0.015,200,40,4.10225
0.20 ,0.06,0.015,200,50,4.1322
0.20 ,0.06,0.015,300,10,5.1535
0.20 ,0.06,0.015,300,20,5.1825
0.20 ,0.06,0.015,300,30,5.21
0.20 ,0.06,0.015,300,40,5.2375
0.20 ,0.06,0.015,300,50,5.265
0.20 ,0.06,0.015,400,10,6.224
0.20 ,0.06,0.015,400,20,6.2515
0.20 ,0.06,0.015,400,30,6.2785
0.20 ,0.06,0.015,400,40,6.3045
0.20 ,0.06,0.015,400,50,6.331
0.20 ,0.06,0.02,100,10,2.5421
0.20 ,0.06,0.02,100,20,2.5793
0.20 ,0.06,0.02,100,30,2.61575
0.20 ,0.06,0.02,100,40,2.65175
0.20 ,0.06,0.02,100,50,2.68745
0.20 ,0.06,0.02,200,10,3.82535
0.20 ,0.06,0.02,200,20,3.8552
0.20 ,0.06,0.02,200,30,3.88445
0.20 ,0.06,0.02,200,40,3.91355
0.20 ,0.06,0.02,200,50,3.9425
0.20 ,0.06,0.02,300,10,4.9388
0.20 ,0.06,0.02,300,20,4.9666
0.20 ,0.06,0.02,300,30,4.9937
0.20 ,0.06,0.02,300,40,5.0205
0.20 ,0.06,0.02,300,50,5.0475
0.20 ,0.06,0.02,400,10,5.993
0.20 ,0.06,0.02,400,20,6.0195
0.20 ,0.06,0.02,400,30,6.046
0.20 ,0.06,0.02,400,40,6.072
0.20 ,0.06,0.02,400,50,6.098
0.20 ,0.06,0.025,100,10,2.4459
0.20 ,0.06,0.025,100,20,2.4814
0.20 ,0.06,0.025,100,30,2.51635
0.20 ,0.06,0.025,100,40,2.55085
0.20 ,0.06,0.025,100,50,2.58505
0.20 ,0.06,0.025,200,10,3.68795
0.20 ,0.06,0.025,200,20,3.71705
0.20 ,0.06,0.025,200,30,3.7456
0.20 ,0.06,0.025,200,40,3.77405
0.20 ,0.06,0.025,200,50,3.80235
0.20 ,0.06,0.025,300,10,4.7829
0.20 ,0.06,0.025,300,20,4.81015
0.20 ,0.06,0.025,300,30,4.8369
0.20 ,0.06,0.025,300,40,4.8635
0.20 ,0.06,0.025,300,50,4.89005
0.20 ,0.06,0.025,400,10,5.8275
0.20 ,0.06,0.025,400,20,5.854
0.20 ,0.06,0.025,400,30,5.88
0.20 ,0.06,0.025,400,40,5.906
0.20 ,0.06,0.025,400,50,5.9315
0.20 ,0.06,0.03,100,10,2.3675
0.20 ,0.06,0.03,100,20,2.4018
0.20 ,0.06,0.03,100,30,2.43555
0.20 ,0.06,0.03,100,40,2.46895
0.20 ,0.06,0.03,100,50,2.502
0.20 ,0.06,0.03,200,10,3.5796
0.20 ,0.06,0.03,200,20,3.6081
0.20 ,0.06,0.03,200,30,3.63625
0.20 ,0.06,0.03,200,40,3.6642
0.20 ,0.06,0.03,200,50,3.69205
0.20 ,0.06,0.03,300,10,4.66195
0.20 ,0.06,0.03,300,20,4.6889
0.20 ,0.06,0.03,300,30,4.7154
0.20 ,0.06,0.03,300,40,4.74185
0.20 ,0.06,0.03,300,50,4.76815
0.20 ,0.06,0.03,400,10,5.7005
0.20 ,0.06,0.03,400,20,5.727
0.20 ,0.06,0.03,400,30,5.753
0.20 ,0.06,0.03,400,40,5.7785
0.20 ,0.06,0.03,400,50,5.8045
0.20 ,0.06,0.035,100,10,2.3013
0.20 ,0.06,0.035,100,20,2.3346
0.20 ,0.06,0.035,100,30,2.36745
0.20 ,0.06,0.035,100,40,2.4
0.20 ,0.06,0.035,100,50,2.43225
0.20 ,0.06,0.035,200,10,3.4907
0.20 ,0.06,0.035,200,20,3.51885
0.20 ,0.06,0.035,200,30,3.5466
0.20 ,0.06,0.035,200,40,3.57425
0.20 ,0.06,0.035,200,50,3.6018
0.20 ,0.06,0.035,300,10,4.56445
0.20 ,0.06,0.035,300,20,4.5912
0.20 ,0.06,0.035,300,30,4.61755
0.20 ,0.06,0.035,300,40,4.64385
0.20 ,0.06,0.035,300,50,4.67005
0.20 ,0.06,0.035,400,10,5.6
0.20 ,0.06,0.035,400,20,5.626
0.20 ,0.06,0.035,400,30,5.652
0.20 ,0.06,0.035,400,40,5.6775
0.20 ,0.06,0.035,400,50,5.703
0.20 ,0.06,0.04,100,10,2.2442
0.20 ,0.06,0.04,100,20,2.27675
0.20 ,0.06,0.04,100,30,2.3089
0.20 ,0.06,0.04,100,40,2.34075
0.20 ,0.06,0.04,100,50,2.37235
0.20 ,0.06,0.04,200,10,3.416
0.20 ,0.06,0.04,200,20,3.44385
0.20 ,0.06,0.04,200,30,3.4714
0.20 ,0.06,0.04,200,40,3.4988
0.20 ,0.06,0.04,200,50,3.5261
0.20 ,0.06,0.04,300,10,4.48375
0.20 ,0.06,0.04,300,20,4.5104
0.20 ,0.06,0.04,300,30,4.53665
0.20 ,0.06,0.04,300,40,4.5628
0.20 ,0.06,0.04,300,50,4.58895
0.20 ,0.06,0.04,400,10,5.5175
0.20 ,0.06,0.04,400,20,5.5435
0.20 ,0.06,0.04,400,30,5.5695
0.20 ,0.06,0.04,400,40,5.595
0.20 ,0.06,0.04,400,50,5.6205
0.20 ,0.06,0.045,100,10,2.1941
0.20 ,0.06,0.045,100,20,2.22605
0.20 ,0.06,0.045,100,30,2.25755
0.20 ,0.06,0.045,100,40,2.28885
0.20 ,0.06,0.045,100,50,2.31985
0.20 ,0.06,0.045,200,10,3.35205
0.20 ,0.06,0.045,200,20,3.3797
0.20 ,0.06,0.045,200,30,3.407
0.20 ,0.06,0.045,200,40,3.43425
0.20 ,0.06,0.045,200,50,3.4614
0.20 ,0.06,0.045,300,10,4.4157
0.20 ,0.06,0.045,300,20,4.4422
0.20 ,0.06,0.045,300,30,4.4684
0.20 ,0.06,0.045,300,40,4.4945
0.20 ,0.06,0.045,300,50,4.5206
0.20 ,0.06,0.045,400,10,5.449
0.20 ,0.06,0.045,400,20,5.475
0.20 ,0.06,0.045,400,30,5.5005
0.20 ,0.06,0.045,400,40,5.5265
0.20 ,0.06,0.045,400,50,5.552
0.20 ,0.06,0.05,100,10,2.14975
0.20 ,0.06,0.05,100,20,2.18115
0.20 ,0.06,0.05,100,30,2.2122
0.20 ,0.06,0.05,100,40,2.24295
0.20 ,0.06,0.05,100,50,2.27355
0.20 ,0.06,0.05,200,10,3.29665
0.20 ,0.06,0.05,200,20,3.32405
0.20 ,0.06,0.05,200,30,3.35125
0.20 ,0.06,0.05,200,40,3.37835
0.20 ,0.06,0.05,200,50,3.4054
0.20 ,0.06,0.05,300,10,4.35755
0.20 ,0.06,0.05,300,20,4.38385
0.20 ,0.06,0.05,300,30,4.41005
0.20 ,0.06,0.05,300,40,4.43615
0.20 ,0.06,0.05,300,50,4.4622
0.20 ,0.06,0.05,400,10,5.391
0.20 ,0.06,0.05,400,20,5.417
0.20 ,0.06,0.05,400,30,5.4425
0.20 ,0.06,0.05,400,40,5.4685
0.20 ,0.06,0.05,400,50,5.494
0.20 ,0.08,0.005,100,10,3.9332
0.20 ,0.08,0.005,100,20,3.99705
0.20 ,0.08,0.005,100,30,4.05805
0.20 ,0.08,0.005,100,40,4.11785
0.20 ,0.08,0.005,100,50,4.17675
0.20 ,0.08,0.005,200,10,5.978
0.20 ,0.08,0.005,200,20,6.028
0.20 ,0.08,0.005,200,30,6.0745
0.20 ,0.08,0.005,200,40,6.1195
0.20 ,0.08,0.005,200,50,6.164
0.20 ,0.08,0.005,300,10,7.6385
0.20 ,0.08,0.005,300,20,7.6845
0.20 ,0.08,0.005,300,30,7.7255
0.20 ,0.08,0.005,300,40,7.766
0.20 ,0.08,0.005,300,50,7.8055
0.20 ,0.08,0.005,400,10,9.1475
0.20 ,0.08,0.005,400,20,9.192
0.20 ,0.08,0.005,400,30,9.231
0.20 ,0.08,0.005,400,40,9.269
0.20 ,0.08,0.005,400,50,9.306
0.20 ,0.08,0.01,100,10,3.4729
0.20 ,0.08,0.01,100,20,3.5256
0.20 ,0.08,0.01,100,30,3.5767
0.20 ,0.08,0.01,100,40,3.627
0.20 ,0.08,0.01,100,50,3.6767
0.20 ,0.08,0.01,200,10,5.24
0.20 ,0.08,0.01,200,20,5.2825
0.20 ,0.08,0.01,200,30,5.323
0.20 ,0.08,0.01,200,40,5.3625
0.20 ,0.08,0.01,200,50,5.4025
0.20 ,0.08,0.01,300,10,6.7485
0.20 ,0.08,0.01,300,20,6.7875
0.20 ,0.08,0.01,300,30,6.825
0.20 ,0.08,0.01,300,40,6.8615
0.20 ,0.08,0.01,300,50,6.8975
0.20 ,0.08,0.01,400,10,8.1635
0.20 ,0.08,0.01,400,20,8.2015
0.20 ,0.08,0.01,400,30,8.2375
0.20 ,0.08,0.01,400,40,8.2725
0.20 ,0.08,0.01,400,50,8.3075
0.20 ,0.08,0.015,100,10,3.23005
0.20 ,0.08,0.015,100,20,3.27805
0.20 ,0.08,0.015,100,30,3.32485
0.20 ,0.08,0.015,100,40,3.3711
0.20 ,0.08,0.015,100,50,3.4168
0.20 ,0.08,0.015,200,10,4.884
0.20 ,0.08,0.015,200,20,4.92345
0.20 ,0.08,0.015,200,30,4.9617
0.20 ,0.08,0.015,200,40,4.9996
0.20 ,0.08,0.015,200,50,5.0375
0.20 ,0.08,0.015,300,10,6.337
0.20 ,0.08,0.015,300,20,6.374
0.20 ,0.08,0.015,300,30,6.41
0.20 ,0.08,0.015,300,40,6.4455
0.20 ,0.08,0.015,300,50,6.4805
0.20 ,0.08,0.015,400,10,7.721
0.20 ,0.08,0.015,400,20,7.757
0.20 ,0.08,0.015,400,30,7.792
0.20 ,0.08,0.015,400,40,7.8265
0.20 ,0.08,0.015,400,50,7.8605
0.20 ,0.08,0.02,100,10,3.0666
0.20 ,0.08,0.02,100,20,3.11185
0.20 ,0.08,0.02,100,30,3.1562
0.20 ,0.08,0.02,100,40,3.20005
0.20 ,0.08,0.02,100,50,3.24345
0.20 ,0.08,0.02,200,10,4.6565
0.20 ,0.08,0.02,200,20,4.6945
0.20 ,0.08,0.02,200,30,4.73165
0.20 ,0.08,0.02,200,40,4.76855
0.20 ,0.08,0.02,200,50,4.80525
0.20 ,0.08,0.02,300,10,6.081
0.20 ,0.08,0.02,300,20,6.117
0.20 ,0.08,0.02,300,30,6.1525
0.20 ,0.08,0.02,300,40,6.187
0.20 ,0.08,0.02,300,50,6.222
0.20 ,0.08,0.02,400,10,7.4505
0.20 ,0.08,0.02,400,20,7.486
0.20 ,0.08,0.02,400,30,7.5205
0.20 ,0.08,0.02,400,40,7.5545
0.20 ,0.08,0.02,400,50,7.5885
0.20 ,0.08,0.025,100,10,2.94385
0.20 ,0.08,0.025,100,20,2.9873
0.20 ,0.08,0.025,100,30,3.02995
0.20 ,0.08,0.025,100,40,3.0721
0.20 ,0.08,0.025,100,50,3.114
0.20 ,0.08,0.025,200,10,4.4923
0.20 ,0.08,0.025,200,20,4.52945
0.20 ,0.08,0.025,200,30,4.5659
0.20 ,0.08,0.025,200,40,4.60215
0.20 ,0.08,0.025,200,50,4.63825
0.20 ,0.08,0.025,300,10,5.9005
0.20 ,0.08,0.025,300,20,5.936
0.20 ,0.08,0.025,300,30,5.9705
0.20 ,0.08,0.025,300,40,6.005
0.20 ,0.08,0.025,300,50,6.0395
0.20 ,0.08,0.025,400,10,7.2625
0.20 ,0.08,0.025,400,20,7.2975
0.20 ,0.08,0.025,400,30,7.3315
0.20 ,0.08,0.025,400,40,7.3655
0.20 ,0.08,0.025,400,50,7.399
0.20 ,0.08,0.03,100,10,2.84595
0.20 ,0.08,0.03,100,20,2.88805
0.20 ,0.08,0.03,100,30,2.9295
0.20 ,0.08,0.03,100,40,2.97055
0.20 ,0.08,0.03,100,50,3.0113
0.20 ,0.08,0.03,200,10,4.3655
0.20 ,0.08,0.03,200,20,4.4021
0.20 ,0.08,0.03,200,30,4.4381
0.20 ,0.08,0.03,200,40,4.47395
0.20 ,0.08,0.03,200,50,4.50965
0.20 ,0.08,0.03,300,10,5.763
0.20 ,0.08,0.03,300,20,5.7985
0.20 ,0.08,0.03,300,30,5.833
0.20 ,0.08,0.03,300,40,5.8675
0.20 ,0.08,0.03,300,50,5.9015
0.20 ,0.08,0.03,400,10,7.122
0.20 ,0.08,0.03,400,20,7.1565
0.20 ,0.08,0.03,400,30,7.1905
0.20 ,0.08,0.03,400,40,7.2245
0.20 ,0.08,0.03,400,50,7.258
0.20 ,0.08,0.035,100,10,2.76475
0.20 ,0.08,0.035,100,20,2.8059
0.20 ,0.08,0.035,100,30,2.8464
0.20 ,0.08,0.035,100,40,2.8866
0.20 ,0.08,0.035,100,50,2.9265
0.20 ,0.08,0.035,200,10,4.26335
0.20 ,0.08,0.035,200,20,4.29955
0.20 ,0.08,0.035,200,30,4.3353
0.20 ,0.08,0.035,200,40,4.3708
0.20 ,0.08,0.035,200,50,4.40625
0.20 ,0.08,0.035,300,10,5.6545
0.20 ,0.08,0.035,300,20,5.6895
0.20 ,0.08,0.035,300,30,5.724
0.20 ,0.08,0.035,300,40,5.7585
0.20 ,0.08,0.035,300,50,5.7925
0.20 ,0.08,0.035,400,10,7.012
0.20 ,0.08,0.035,400,20,7.0465
0.20 ,0.08,0.035,400,30,7.0805
0.20 ,0.08,0.035,400,40,7.1145
0.20 ,0.08,0.035,400,50,7.148
0.20 ,0.08,0.04,100,10,2.69575
0.20 ,0.08,0.04,100,20,2.7361
0.20 ,0.08,0.04,100,30,2.77595
0.20 ,0.08,0.04,100,40,2.81545
0.20 ,0.08,0.04,100,50,2.8547
0.20 ,0.08,0.04,200,10,4.17875
0.20 ,0.08,0.04,200,20,4.2147
0.20 ,0.08,0.04,200,30,4.2502
0.20 ,0.08,0.04,200,40,4.28555
0.20 ,0.08,0.04,200,50,4.3208
0.20 ,0.08,0.04,300,10,5.5665
0.20 ,0.08,0.04,300,20,5.601
0.20 ,0.08,0.04,300,30,5.6355
0.20 ,0.08,0.04,300,40,5.6695
0.20 ,0.08,0.04,300,50,5.704
0.20 ,0.08,0.04,400,10,6.924
0.20 ,0.08,0.04,400,20,6.9585
0.20 ,0.08,0.04,400,30,6.9925
0.20 ,0.08,0.04,400,40,7.026
0.20 ,0.08,0.04,400,50,7.06
0.20 ,0.08,0.045,100,10,2.6361
0.20 ,0.08,0.045,100,20,2.67585
0.20 ,0.08,0.045,100,30,2.71515
0.20 ,0.08,0.045,100,40,2.75415
0.20 ,0.08,0.045,100,50,2.7929
0.20 ,0.08,0.045,200,10,4.1074
0.20 ,0.08,0.045,200,20,4.14315
0.20 ,0.08,0.045,200,30,4.1785
0.20 ,0.08,0.045,200,40,4.21375
0.20 ,0.08,0.045,200,50,4.2489
0.20 ,0.08,0.045,300,10,5.493
0.20 ,0.08,0.045,300,20,5.5275
0.20 ,0.08,0.045,300,30,5.562
0.20 ,0.08,0.045,300,40,5.5965
0.20 ,0.08,0.045,300,50,5.6305
0.20 ,0.08,0.045,400,10,6.852
0.20 ,0.08,0.045,400,20,6.8865
0.20 ,0.08,0.045,400,30,6.9205
0.20 ,0.08,0.045,400,40,6.954
0.20 ,0.08,0.045,400,50,6.988
0.20 ,0.08,0.05,100,10,2.58385
0.20 ,0.08,0.05,100,20,2.6231
0.20 ,0.08,0.05,100,30,2.6619
0.20 ,0.08,0.05,100,40,2.7005
0.20 ,0.08,0.05,100,50,2.73885
0.20 ,0.08,0.05,200,10,4.0464
0.20 ,0.08,0.05,200,20,4.082
0.20 ,0.08,0.05,200,30,4.11725
0.20 ,0.08,0.05,200,40,4.1524
0.20 ,0.08,0.05,200,50,4.1875
0.20 ,0.08,0.05,300,10,5.4315
0.20 ,0.08,0.05,300,20,5.466
0.20 ,0.08,0.05,300,30,5.5005
0.20 ,0.08,0.05,300,40,5.5345
0.20 ,0.08,0.05,300,50,5.569
0.20 ,0.08,0.05,400,10,6.7925
0.20 ,0.08,0.05,400,20,6.827
0.20 ,0.08,0.05,400,30,6.861
0.20 ,0.08,0.05,400,40,6.895
0.20 ,0.08,0.05,400,50,6.929
0.20 ,0.1,0.005,100,10,4.6667
0.20 ,0.1,0.005,100,20,4.74285
0.20 ,0.1,0.005,100,30,4.81485
0.20 ,0.1,0.005,100,40,4.88515
0.20 ,0.1,0.005,100,50,4.95435
0.20 ,0.1,0.005,200,10,7.078
0.20 ,0.1,0.005,200,20,7.1395
0.20 ,0.1,0.005,200,30,7.195
0.20 ,0.1,0.005,200,40,7.2495
0.20 ,0.1,0.005,200,50,7.303
0.20 ,0.1,0.005,300,10,9.0695
0.20 ,0.1,0.005,300,20,9.127
0.20 ,0.1,0.005,300,30,9.1775
0.20 ,0.1,0.005,300,40,9.2265
0.20 ,0.1,0.005,300,50,9.2745
0.20 ,0.1,0.005,400,10,10.902
0.20 ,0.1,0.005,400,20,10.958
0.20 ,0.1,0.005,400,30,11.0065
0.20 ,0.1,0.005,400,40,11.053
0.20 ,0.1,0.005,400,50,11.0985
0.20 ,0.1,0.01,100,10,4.06665
0.20 ,0.1,0.01,100,20,4.12875
0.20 ,0.1,0.01,100,30,4.1886
0.20 ,0.1,0.01,100,40,4.24745
0.20 ,0.1,0.01,100,50,4.3056
0.20 ,0.1,0.01,200,10,6.157
0.20 ,0.1,0.01,200,20,6.208
0.20 ,0.1,0.01,200,30,6.257
0.20 ,0.1,0.01,200,40,6.305
0.20 ,0.1,0.01,200,50,6.3525
0.20 ,0.1,0.01,300,10,7.981
0.20 ,0.1,0.01,300,20,8.029
0.20 ,0.1,0.01,300,30,8.0745
0.20 ,0.1,0.01,300,40,8.1195
0.20 ,0.1,0.01,300,50,8.1635
0.20 ,0.1,0.01,400,10,9.7125
0.20 ,0.1,0.01,400,20,9.76
0.20 ,0.1,0.01,400,30,9.804
0.20 ,0.1,0.01,400,40,9.8475
0.20 ,0.1,0.01,400,50,9.8905
0.20 ,0.1,0.015,100,10,3.76115
0.20 ,0.1,0.015,100,20,3.81765
0.20 ,0.1,0.015,100,30,3.87265
0.20 ,0.1,0.015,100,40,3.9269
0.20 ,0.1,0.015,100,50,3.9806
0.20 ,0.1,0.015,200,10,5.728
0.20 ,0.1,0.015,200,20,5.776
0.20 ,0.1,0.015,200,30,5.8225
0.20 ,0.1,0.015,200,40,5.8685
0.20 ,0.1,0.015,200,50,5.914
0.20 ,0.1,0.015,300,10,7.4955
0.20 ,0.1,0.015,300,20,7.541
0.20 ,0.1,0.015,300,30,7.585
0.20 ,0.1,0.015,300,40,7.6285
0.20 ,0.1,0.015,300,50,7.672
0.20 ,0.1,0.015,400,10,9.197
0.20 ,0.1,0.015,400,20,9.2415
0.20 ,0.1,0.015,400,30,9.2845
0.20 ,0.1,0.015,400,40,9.327
0.20 ,0.1,0.015,400,50,9.3695
0.20 ,0.1,0.02,100,10,3.561
0.20 ,0.1,0.02,100,20,3.6145
0.20 ,0.1,0.02,100,30,3.6667
0.20 ,0.1,0.02,100,40,3.71835
0.20 ,0.1,0.02,100,50,3.76955
0.20 ,0.1,0.02,200,10,5.462
0.20 ,0.1,0.02,200,20,5.508
0.20 ,0.1,0.02,200,30,5.5535
0.20 ,0.1,0.02,200,40,5.598
0.20 ,0.1,0.02,200,50,5.6425
0.20 ,0.1,0.02,300,10,7.202
0.20 ,0.1,0.02,300,20,7.2465
0.20 ,0.1,0.02,300,30,7.29
0.20 ,0.1,0.02,300,40,7.3325
0.20 ,0.1,0.02,300,50,7.3755
0.20 ,0.1,0.02,400,10,8.8905
0.20 ,0.1,0.02,400,20,8.9345
0.20 ,0.1,0.02,400,30,8.977
0.20 ,0.1,0.02,400,40,9.019
0.20 ,0.1,0.02,400,50,9.061
0.20 ,0.1,0.025,100,10,3.41385
0.20 ,0.1,0.025,100,20,3.46535
0.20 ,0.1,0.025,100,30,3.5158
0.20 ,0.1,0.025,100,40,3.5658
0.20 ,0.1,0.025,100,50,3.6154
0.20 ,0.1,0.025,200,10,5.2735
0.20 ,0.1,0.025,200,20,5.319
0.20 ,0.1,0.025,200,30,5.3635
0.20 ,0.1,0.025,200,40,5.4075
0.20 ,0.1,0.025,200,50,5.4515
0.20 ,0.1,0.025,300,10,6.999
0.20 ,0.1,0.025,300,20,7.0425
0.20 ,0.1,0.025,300,30,7.0855
0.20 ,0.1,0.025,300,40,7.128
0.20 ,0.1,0.025,300,50,7.1705
0.20 ,0.1,0.025,400,10,8.682
0.20 ,0.1,0.025,400,20,8.725
0.20 ,0.1,0.025,400,30,8.7675
0.20 ,0.1,0.025,400,40,8.8095
0.20 ,0.1,0.025,400,50,8.8515
0.20 ,0.1,0.03,100,10,3.2984
0.20 ,0.1,0.03,100,20,3.3485
0.20 ,0.1,0.03,100,30,3.3977
0.20 ,0.1,0.03,100,40,3.44655
0.20 ,0.1,0.03,100,50,3.49505
0.20 ,0.1,0.03,200,10,5.1305
0.20 ,0.1,0.03,200,20,5.1755
0.20 ,0.1,0.03,200,30,5.2195
0.20 ,0.1,0.03,200,40,5.263
0.20 ,0.1,0.03,200,50,5.3065
0.20 ,0.1,0.03,300,10,6.8475
0.20 ,0.1,0.03,300,20,6.891
0.20 ,0.1,0.03,300,30,6.9335
0.20 ,0.1,0.03,300,40,6.976
0.20 ,0.1,0.03,300,50,7.0185
0.20 ,0.1,0.03,400,10,8.529
0.20 ,0.1,0.03,400,20,8.572
0.20 ,0.1,0.03,400,30,8.614
0.20 ,0.1,0.03,400,40,8.656
0.20 ,0.1,0.03,400,50,8.698
0.20 ,0.1,0.035,100,10,3.2042
0.20 ,0.1,0.035,100,20,3.2533
0.20 ,0.1,0.035,100,30,3.30165
0.20 ,0.1,0.035,100,40,3.3496
0.20 ,0.1,0.035,100,50,3.3973
0.20 ,0.1,0.035,200,10,5.017
0.20 ,0.1,0.035,200,20,5.0615
0.20 ,0.1,0.035,200,30,5.1055
0.20 ,0.1,0.035,200,40,5.149
0.20 ,0.1,0.035,200,50,5.1925
0.20 ,0.1,0.035,300,10,6.7295
0.20 ,0.1,0.035,300,20,6.773
0.20 ,0.1,0.035,300,30,6.8155
0.20 ,0.1,0.035,300,40,6.858
0.20 ,0.1,0.035,300,50,6.9005
0.20 ,0.1,0.035,400,10,8.4115
0.20 ,0.1,0.035,400,20,8.4545
0.20 ,0.1,0.035,400,30,8.4965
0.20 ,0.1,0.035,400,40,8.5385
0.20 ,0.1,0.035,400,50,8.5805
0.20 ,0.1,0.04,100,10,3.12505
0.20 ,0.1,0.04,100,20,3.1734
0.20 ,0.1,0.04,100,30,3.22105
0.20 ,0.1,0.04,100,40,3.2684
0.20 ,0.1,0.04,100,50,3.3155
0.20 ,0.1,0.04,200,10,4.92445
0.20 ,0.1,0.04,200,20,4.9686
0.20 ,0.1,0.04,200,30,5.012
0.20 ,0.1,0.04,200,40,5.0555
0.20 ,0.1,0.04,200,50,5.099
0.20 ,0.1,0.04,300,10,6.6355
0.20 ,0.1,0.04,300,20,6.6785
0.20 ,0.1,0.04,300,30,6.721
0.20 ,0.1,0.04,300,40,6.7635
0.20 ,0.1,0.04,300,50,6.806
0.20 ,0.1,0.04,400,10,8.319
0.20 ,0.1,0.04,400,20,8.362
0.20 ,0.1,0.04,400,30,8.404
0.20 ,0.1,0.04,400,40,8.4465
0.20 ,0.1,0.04,400,50,8.488
0.20 ,0.1,0.045,100,10,3.0574
0.20 ,0.1,0.045,100,20,3.10515
0.20 ,0.1,0.045,100,30,3.1523
0.20 ,0.1,0.045,100,40,3.19915
0.20 ,0.1,0.045,100,50,3.24575
0.20 ,0.1,0.045,200,10,4.8471
0.20 ,0.1,0.045,200,20,4.8911
0.20 ,0.1,0.045,200,30,4.93465
0.20 ,0.1,0.045,200,40,4.978
0.20 ,0.1,0.045,200,50,5.0215
0.20 ,0.1,0.045,300,10,6.558
0.20 ,0.1,0.045,300,20,6.601
0.20 ,0.1,0.045,300,30,6.6435
0.20 ,0.1,0.045,300,40,6.686
0.20 ,0.1,0.045,300,50,6.7285
0.20 ,0.1,0.045,400,10,8.245
0.20 ,0.1,0.045,400,20,8.2875
0.20 ,0.1,0.045,400,30,8.33
0.20 ,0.1,0.045,400,40,8.372
0.20 ,0.1,0.045,400,50,8.414
0.20 ,0.1,0.05,100,10,2.99865
0.20 ,0.1,0.05,100,20,3.0459
0.20 ,0.1,0.05,100,30,3.09265
0.20 ,0.1,0.05,100,40,3.1391
0.20 ,0.1,0.05,100,50,3.1854
0.20 ,0.1,0.05,200,10,4.78175
0.20 ,0.1,0.05,200,20,4.8256
0.20 ,0.1,0.05,200,30,4.86905
0.20 ,0.1,0.05,200,40,4.9124
0.20 ,0.1,0.05,200,50,4.9556
0.20 ,0.1,0.05,300,10,6.494
0.20 ,0.1,0.05,300,20,6.537
0.20 ,0.1,0.05,300,30,6.5795
0.20 ,0.1,0.05,300,40,6.622
0.20 ,0.1,0.05,300,50,6.6645
0.20 ,0.1,0.05,400,10,8.1845
0.20 ,0.1,0.05,400,20,8.2275
0.20 ,0.1,0.05,400,30,8.27
0.20 ,0.1,0.05,400,40,8.312
0.20 ,0.1,0.05,400,50,8.3545
0.30 ,0.02,0.005,100,10,1.4576
0.30 ,0.02,0.005,100,20,1.48405
0.30 ,0.02,0.005,100,30,1.5103
0.30 ,0.02,0.005,100,40,1.53635
0.30 ,0.02,0.005,100,50,1.5623
0.30 ,0.02,0.005,200,10,2.3942
0.30 ,0.02,0.005,200,20,2.4155
0.30 ,0.02,0.005,200,30,2.4364
0.30 ,0.02,0.005,200,40,2.4574
0.30 ,0.02,0.005,200,50,2.478
0.30 ,0.02,0.005,300,10,3.1714
0.30 ,0.02,0.005,300,20,3.19025
0.30 ,0.02,0.005,300,30,3.2083
0.30 ,0.02,0.005,300,40,3.2264
0.30 ,0.02,0.005,300,50,3.24445
0.30 ,0.02,0.005,400,10,3.86095
0.30 ,0.02,0.005,400,20,3.8778
0.30 ,0.02,0.005,400,30,3.8946
0.30 ,0.02,0.005,400,40,3.911
0.30 ,0.02,0.005,400,50,3.9275
0.30 ,0.02,0.01,100,10,1.39625
0.30 ,0.02,0.01,100,20,1.4206
0.30 ,0.02,0.01,100,30,1.4449
0.30 ,0.02,0.01,100,40,1.4689
0.30 ,0.02,0.01,100,50,1.49275
0.30 ,0.02,0.01,200,10,2.2543
0.30 ,0.02,0.01,200,20,2.2737
0.30 ,0.02,0.01,200,30,2.2929
0.30 ,0.02,0.01,200,40,2.3117
0.30 ,0.02,0.01,200,50,2.33065
0.30 ,0.02,0.01,300,10,2.96635
0.30 ,0.02,0.01,300,20,2.9833
0.30 ,0.02,0.01,300,30,3.0001
0.30 ,0.02,0.01,300,40,3.01665
0.30 ,0.02,0.01,300,50,3.0335
0.30 ,0.02,0.01,400,10,3.60395
0.30 ,0.02,0.01,400,20,3.61945
0.30 ,0.02,0.01,400,30,3.635
0.30 ,0.02,0.01,400,40,3.6503
0.30 ,0.02,0.01,400,50,3.6657
0.30 ,0.02,0.015,100,10,1.35595
0.30 ,0.02,0.015,100,20,1.3791
0.30 ,0.02,0.015,100,30,1.402
0.30 ,0.02,0.015,100,40,1.42475
0.30 ,0.02,0.015,100,50,1.4474
0.30 ,0.02,0.015,200,10,2.16825
0.30 ,0.02,0.015,200,20,2.18655
